image,class,abundance,probability
1006_02_03.json,Subalpine Lupine,25,0
1476_02_02.json,Gray's Lovage,3,0
1525_02_01.json,American Bistort,4,0
1525_02_01.json,Subalpine Lupine,22,0
1618_01_02.json,American Bistort,4,0
1830_01_04.json,Sitka Valerian,1,0
1830_01_04.json,American Bistort,5,0
1830_01_04.json,Subalpine Lupine,13,0
1758_02_01.json,Magenta Paintbrush,1,0
1764_02_03.json,Subalpine Lupine,4,0
1015_01_03.json,Subalpine Lupine,3,0
1460_03_04.json,Subalpine Lupine,2,0
1795_03_01.json,Subalpine Lupine,2,0
1795_03_01.json,American Bistort,1,0
1270_02_01.json,Mountain Daisy,1,0
1814_02_04.json,Subalpine Lupine,3,0
1501_01_01.json,Mountain Daisy,1,0
1501_01_01.json,American Bistort,6,0
1501_01_01.json,Subalpine Lupine,9,0
1452_01_02.json,Subalpine Lupine,6,0
1753_02_03.json,Subalpine Lupine,5,0
1512_02_01.json,American Bistort,1,0
1512_02_01.json,Magenta Paintbrush,2,0
1512_02_01.json,Subalpine Lupine,6,0
1489_01_04.json,American Bistort,1,0
1489_01_04.json,Subalpine Lupine,6,0
1335_03_04.json,Cascade Aster,1,0
1193_03_02.json,Subalpine Lupine,2,0
1263_01_01.json,American Bistort,13,0
1263_01_01.json,Subalpine Lupine,7,0
1802_03_02.json,Mountain Daisy,1,0
1802_03_02.json,Subalpine Lupine,11,0
1031_02_03.json,Subalpine Lupine,2,0
1810_03_01.json,Mountain Daisy,1,0
1322_01_01.json,Mountain Daisy,1,0
1271_01_02.json,Subalpine Lupine,17,0
1274_03_04.json,Sharptooth Angelica,2,0
1500_02_02.json,Mountain Daisy,2,0
1500_02_02.json,Subalpine Lupine,1,0
1601_01_03.json,Sharptooth Angelica,1,0
1612_02_03.json,Subalpine Lupine,1,0
1612_02_03.json,Mountain Daisy,1,0
1516_03_04.json,Sitka Valerian,1,0
1516_03_04.json,American Bistort,2,0
1516_03_04.json,Subalpine Lupine,4,0
1262_02_02.json,Subalpine Lupine,32,0
1262_02_02.json,American Bistort,5,0
1262_02_02.json,Mountain Daisy,1,0
1331_02_01.json,Sharptooth Angelica,4,0
1331_02_01.json,Subalpine Lupine,3,0
1255_02_02.json,Magenta Paintbrush,2,0
1255_02_02.json,Subalpine Lupine,6,0
1255_02_02.json,American Bistort,1,0
1306_02_01.json,Mountain Daisy,1,0
1625_02_03.json,American Bistort,1,0
1782_01_04.json,Subalpine Lupine,3,0
1524_01_02.json,Gray's Lovage,1,0
1524_01_02.json,American Bistort,10,0
1524_01_02.json,Subalpine Lupine,12,0
1524_01_02.json,Mountain Daisy,1,0
1243_03_04.json,Subalpine Lupine,3,0
1791_02_04.json,Subalpine Lupine,2,0
1537_02_02.json,Subalpine Lupine,9,0
1464_02_01.json,Subalpine Lupine,8,0
1636_01_03.json,Subalpine Lupine,6,0
1147_02_03.json,Subalpine Lupine,8,0
1827_03_01.json,Subalpine Lupine,2,0
1246_01_02.json,Subalpine Lupine,2,0
1028_02_02.json,Subalpine Lupine,4,0
1028_02_02.json,Gray's Lovage,1,0
1077_01_03.json,Sharptooth Angelica,1,0
1118_01_02.json,American Bistort,2,0
1118_01_02.json,Subalpine Lupine,24,0
1841_02_04.json,Gray's Lovage,3,0
1669_02_02.json,Subalpine Lupine,43,0
1669_02_02.json,Magenta Paintbrush,3,0
1568_01_03.json,Subalpine Lupine,5,0
1407_01_02.json,American Bistort,2,0
1407_01_02.json,Sitka Valerian,1,0
1554_01_01.json,Subalpine Lupine,1,0
1414_02_02.json,Gray's Lovage,1,0
1715_01_03.json,Sharptooth Angelica,1,0
1095_03_01.json,Scarlet Paintbrush,1,0
1729_01_01.json,Subalpine Lupine,9,0
1058_02_01.json,Cascade Aster,3,0
1857_03_02.json,Mountain Daisy,1,0
1064_02_03.json,North Mircoseris,5,0
1064_02_03.json,Sharptooth Angelica,1,0
1064_02_03.json,Subalpine Lupine,12,0
1236_01_01.json,Sharptooth Angelica,1,0
1581_03_03.json,Subalpine Lupine,2,0
1860_03_02.json,Subalpine Lupine,13,0
1648_03_04.json,Subalpine Lupine,1,0
1053_02_03.json,Sitka Valerian,2,0
1053_02_03.json,Subalpine Lupine,3,0
1352_01_02.json,Mountain Daisy,1,0
1201_01_01.json,American Bistort,1,0
1685_02_04.json,Broadleaf Arnica,3,0
1570_02_01.json,Magenta Paintbrush,1,0
1423_02_02.json,Sitka Valerian,1,0
1722_01_03.json,Mountain Daisy,4,0
1722_01_03.json,Subalpine Lupine,13,0
1865_01_04.json,American Bistort,1,0
1865_01_04.json,Subalpine Lupine,1,0
1731_02_03.json,American Bistort,1,0
1731_02_03.json,Subalpine Lupine,3,0
1696_01_04.json,Subalpine Lupine,9,0
1341_02_02.json,Subalpine Lupine,1,0
1040_01_03.json,Subalpine Lupine,3,0
1435_03_04.json,American Bistort,2,0
1389_01_04.json,American Bistort,1,0
1389_01_04.json,Subalpine Lupine,12,0
1824_02_04.json,Subalpine Lupine,2,0
1824_02_04.json,American Bistort,1,0
1763_02_03.json,Magenta Paintbrush,2,0
1178_03_04.json,American Bistort,1,0
1178_03_04.json,Subalpine Lupine,4,0
1531_01_01.json,Mountain Daisy,1,0
1313_02_02.json,American Bistort,3,0
1313_02_02.json,Subalpine Lupine,2,0
1313_02_02.json,Mountain Daisy,1,0
1467_03_04.json,American Bistort,1,0
1832_03_02.json,Gray's Lovage,1,0
1832_03_02.json,Mountain Daisy,4,0
1253_01_01.json,Subalpine Lupine,1,0
1253_01_01.json,North Mircoseris,5,0
1300_01_02.json,Sharptooth Angelica,5,0
1300_01_02.json,Subalpine Lupine,1,0
1471_02_02.json,Subalpine Lupine,1,0
1770_01_03.json,American Bistort,3,0
1770_01_03.json,Gray's Lovage,1,0
1770_01_03.json,Subalpine Lupine,10,0
1837_01_04.json,Subalpine Lupine,4,0
1446_02_02.json,Mountain Daisy,2,0
1446_02_02.json,Subalpine Lupine,5,0
1515_02_01.json,American Bistort,1,0
1515_02_01.json,Subalpine Lupine,10,0
1747_01_03.json,Mountain Daisy,6,0
1529_02_03.json,Gray's Lovage,1,0
1529_02_03.json,Subalpine Lupine,2,0
1194_03_02.json,Subalpine Lupine,4,0
1194_03_02.json,Gray's Lovage,1,0
1628_01_02.json,American Bistort,1,0
1628_01_02.json,Scarlet Paintbrush,1,0
1159_02_02.json,Mountain Daisy,5,0
1258_01_03.json,Subalpine Lupine,18,0
1805_03_02.json,Magenta Paintbrush,4,0
1337_01_02.json,Subalpine Lupine,2,0
1277_02_01.json,American Bistort,7,0
1277_02_01.json,Subalpine Lupine,3,0
1025_01_03.json,Subalpine Lupine,22,0
1450_03_04.json,Gray's Lovage,1,0
1019_01_01.json,Subalpine Lupine,21,0
1768_02_01.json,Subalpine Lupine,1,0
1286_03_03.json,American Bistort,12,0
1754_02_03.json,American Bistort,3,0
1754_02_03.json,Subalpine Lupine,11,0
1506_01_01.json,American Bistort,1,0
1506_01_01.json,Gray's Lovage,1,0
1211_03_04.json,Broadleaf Arnica,1,0
1884_02_03.json,Mountain Daisy,1,0
1884_02_03.json,Subalpine Lupine,7,0
1658_01_01.json,American Bistort,2,0
1436_02_01.json,Subalpine Lupine,3,0
1875_03_01.json,American Bistort,1,0
1875_03_01.json,Gray's Lovage,1,0
1115_02_03.json,Subalpine Lupine,14,0
1115_02_03.json,Gray's Lovage,1,0
1214_01_02.json,Sharptooth Angelica,1,0
1214_01_02.json,Mountain Daisy,1,0
1347_01_01.json,Subalpine Lupine,1,0
1849_03_03.json,Mountain Daisy,1,0
1849_03_03.json,Subalpine Lupine,6,0
1129_02_01.json,American Bistort,1,0
1573_03_04.json,Subalpine Lupine,8,0
1686_03_01.json,Sharptooth Angelica,1,0
1686_03_01.json,American Bistort,1,0
1069_01_02.json,Cascade Aster,1,0
1354_02_01.json,Mountain Daisy,1,0
1207_02_02.json,Subalpine Lupine,15,0
1106_01_03.json,American Bistort,2,0
1106_01_03.json,Sitka Valerian,2,0
1106_01_03.json,Subalpine Lupine,13,0
1106_01_03.json,North Mircoseris,4,0
1106_01_03.json,Gray's Lovage,1,0
1576_01_02.json,Subalpine Lupine,14,0
1718_02_02.json,American Bistort,7,0
1718_02_02.json,Mountain Daisy,11,0
1718_02_02.json,Magenta Paintbrush,3,0
1718_02_02.json,Subalpine Lupine,1,0
1419_01_03.json,Sitka Valerian,3,0
1419_01_03.json,American Bistort,7,0
1419_01_03.json,Gray's Lovage,1,0
1419_01_03.json,Subalpine Lupine,8,0
1419_01_03.json,Mountain Daisy,3,0
1541_01_02.json,Magenta Paintbrush,6,0
1541_01_02.json,American Bistort,3,0
1412_01_01.json,Magenta Paintbrush,2,0
1412_01_01.json,Mountain Daisy,3,0
1412_01_01.json,Sharptooth Angelica,1,0
1412_01_01.json,Subalpine Lupine,2,0
1392_03_03.json,American Bistort,2,0
1392_03_03.json,Subalpine Lupine,2,0
1544_03_04.json,Subalpine Lupine,2,0
1739_03_04.json,American Bistort,5,0
1739_03_04.json,Magenta Paintbrush,2,0
1739_03_04.json,Subalpine Lupine,5,0
1842_03_01.json,American Bistort,1,0
1122_02_03.json,Cascade Aster,10,0
1370_01_01.json,Subalpine Lupine,1,0
1226_03_04.json,Subalpine Lupine,9,0
1413_02_02.json,American Bistort,6,0
1413_02_02.json,Magenta Paintbrush,1,0
1413_02_02.json,Subalpine Lupine,10,0
1413_02_02.json,Gray's Lovage,1,0
1092_03_01.json,American Bistort,1,0
1092_03_01.json,Subalpine Lupine,9,0
1063_02_03.json,Sharptooth Angelica,3,0
1063_02_03.json,Subalpine Lupine,4,0
1063_02_03.json,Gray's Lovage,2,0
1850_03_02.json,Gray's Lovage,1,0
1850_03_02.json,Mountain Daisy,1,0
1371_02_02.json,Subalpine Lupine,1,0
1400_01_02.json,American Bistort,3,0
1400_01_02.json,Mountain Daisy,1,0
1400_01_02.json,Subalpine Lupine,1,0
1553_01_01.json,American Bistort,2,0
1553_01_01.json,Subalpine Lupine,2,0
1558_01_03.json,American Bistort,1,0
1437_01_02.json,American Bistort,9,0
1047_01_03.json,Subalpine Lupine,3,0
1346_02_02.json,Subalpine Lupine,10,0
1346_02_02.json,North Mircoseris,6,0
1694_03_02.json,Subalpine Lupine,6,0
1432_03_04.json,Mountain Daisy,2,0
1586_03_03.json,Bracted Lousewort,2,0
1586_03_03.json,American Bistort,5,0
1586_03_03.json,Magenta Paintbrush,2,0
1586_03_03.json,Mountain Daisy,1,0
1586_03_03.json,Sharptooth Angelica,1,0
1586_03_03.json,Subalpine Lupine,1,0
1206_01_01.json,Subalpine Lupine,1,0
1867_03_02.json,Gray's Lovage,4,0
1424_02_02.json,American Bistort,5,0
1424_02_02.json,Magenta Paintbrush,1,0
1424_02_02.json,Sitka Valerian,1,0
1424_02_02.json,Subalpine Lupine,20,0
1099_03_03.json,Cascade Aster,5,0
1862_01_04.json,Subalpine Lupine,3,0
1719_01_01.json,American Bistort,2,0
1447_01_01.json,American Bistort,20,0
1447_01_01.json,Subalpine Lupine,19,0
1514_01_02.json,Subalpine Lupine,3,0
1158_01_01.json,Bracted Lousewort,1,0
1164_01_03.json,Subalpine Lupine,4,0
1265_02_02.json,Broadleaf Arnica,9,0
1265_02_02.json,Sitka Valerian,1,0
1336_02_01.json,American Bistort,37,0
1817_03_01.json,Subalpine Lupine,10,0
1499_03_01.json,Subalpine Lupine,3,0
1018_02_02.json,North Mircoseris,2,0
1769_01_02.json,Mountain Daisy,1,0
1273_03_04.json,Sharptooth Angelica,4,0
1273_03_04.json,Subalpine Lupine,1,0
1468_02_03.json,Subalpine Lupine,8,0
1454_02_01.json,Subalpine Lupine,4,0
1631_01_03.json,Subalpine Lupine,3,0
1796_02_04.json,Subalpine Lupine,10,0
1530_02_02.json,Subalpine Lupine,4,0
1312_01_01.json,American Bistort,3,0
1241_01_02.json,Sitka Valerian,1,0
1820_03_01.json,Subalpine Lupine,1,0
1140_02_03.json,American Bistort,1,0
1492_03_03.json,Subalpine Lupine,3,0
1526_03_04.json,Subalpine Lupine,1,0
1301_02_01.json,Cascade Aster,13,0
1785_01_04.json,Subalpine Lupine,1,0
1523_01_02.json,American Bistort,1,0
1039_03_04.json,Subalpine Lupine,5,0
1622_02_03.json,Mountain Daisy,1,0
1812_02_01.json,Magenta Paintbrush,1,0
1507_01_04.json,Bracted Lousewort,1,0
1502_03_02.json,Gray's Lovage,1,0
1502_03_02.json,Subalpine Lupine,1,0
1451_03_01.json,Subalpine Lupine,1,0
1610_03_03.json,American Bistort,1,0
1265_01_04.json,Subalpine Lupine,1,0
1514_02_04.json,Subalpine Lupine,1,0
1260_03_02.json,Mountain Daisy,1,0
1333_03_01.json,Mountain Daisy,2,0
1801_01_01.json,Subalpine Lupine,2,0
1801_01_01.json,Mountain Daisy,2,0
1523_02_04.json,American Bistort,2,0
1484_01_03.json,Mountain Daisy,2,0
1484_01_03.json,Subalpine Lupine,1,0
1257_03_02.json,Scarlet Paintbrush,3,0
1748_03_02.json,Subalpine Lupine,2,0
1535_03_02.json,Gray's Lovage,1,0
1289_01_02.json,Magenta Paintbrush,1,0
1825_02_01.json,Subalpine Lupine,5,0
1145_03_03.json,Subalpine Lupine,2,0
1497_02_03.json,American Bistort,8,0
1497_02_03.json,Sitka Valerian,2,0
1497_02_03.json,Subalpine Lupine,5,0
1819_02_03.json,Gray's Lovage,3,0
1179_03_01.json,Subalpine Lupine,4,0
1796_01_02.json,Subalpine Lupine,9,0
1374_03_02.json,North Mircoseris,3,0
1374_03_02.json,Subalpine Lupine,3,0
1400_02_04.json,American Bistort,1,0
1738_03_01.json,Mountain Daisy,1,0
1843_03_04.json,Subalpine Lupine,1,0
1371_01_04.json,Subalpine Lupine,1,0
1371_01_04.json,Mountain Daisy,1,0
1084_01_01.json,Cascade Aster,1,0
1416_03_02.json,Subalpine Lupine,2,0
1579_03_03.json,Subalpine Lupine,5,0
1579_03_03.json,Mountain Daisy,1,0
1097_02_01.json,Subalpine Lupine,3,0
1097_02_01.json,American Bistort,4,0
1413_01_04.json,American Bistort,15,0
1413_01_04.json,Subalpine Lupine,20,0
1588_02_01.json,Sharptooth Angelica,1,0
1583_02_03.json,American Bistort,17,0
1583_02_03.json,Magenta Paintbrush,1,0
1424_01_04.json,Gray's Lovage,1,0
1424_01_04.json,American Bistort,8,0
1424_01_04.json,Mountain Daisy,2,0
1424_01_04.json,Subalpine Lupine,3,0
1862_02_02.json,Subalpine Lupine,2,0
1862_02_02.json,Magenta Paintbrush,1,0
1128_02_04.json,North Mircoseris,3,0
1210_03_01.json,Subalpine Lupine,12,0
1343_03_02.json,Mountain Daisy,1,0
1343_03_02.json,American Bistort,1,0
1437_02_04.json,American Bistort,1,0
1437_02_04.json,Gray's Lovage,2,0
1437_02_04.json,Magenta Paintbrush,2,0
1590_01_03.json,Subalpine Lupine,6,0
1590_01_03.json,American Bistort,2,0
1683_02_01.json,Subalpine Lupine,1,0
1576_02_04.json,Subalpine Lupine,9,0
1576_02_04.json,Mountain Daisy,2,0
1718_01_04.json,American Bistort,1,0
1202_03_02.json,Mountain Daisy,3,0
1672_03_03.json,Subalpine Lupine,1,0
1207_01_04.json,Subalpine Lupine,13,0
1214_02_04.json,Sharptooth Angelica,5,0
1214_02_04.json,Subalpine Lupine,1,0
1433_03_01.json,American Bistort,2,0
1433_03_01.json,Mountain Daisy,1,0
1433_03_01.json,Sharptooth Angelica,1,0
1433_03_01.json,Subalpine Lupine,9,0
1560_03_02.json,Mountain Daisy,7,0
1110_03_03.json,Cascade Aster,1,0
1690_01_01.json,Magenta Paintbrush,2,0
1847_02_01.json,Subalpine Lupine,6,0
1127_03_03.json,Gray's Lovage,1,0
1048_03_02.json,Gray's Lovage,2,0
1085_02_02.json,Bracted Lousewort,2,0
1085_02_02.json,Magenta Paintbrush,2,0
1438_03_03.json,Subalpine Lupine,4,0
1404_03_01.json,Subalpine Lupine,5,0
1557_03_02.json,Sharptooth Angelica,1,0
1557_03_02.json,Gray's Lovage,2,0
1557_03_02.json,Subalpine Lupine,3,0
1557_03_02.json,Sitka Valerian,1,0
1645_03_03.json,Subalpine Lupine,1,0
1096_01_02.json,American Bistort,1,0
1679_03_01.json,Mountain Daisy,2,0
1679_03_01.json,American Bistort,1,0
1679_03_01.json,Magenta Paintbrush,1,0
1679_03_01.json,Subalpine Lupine,1,0
1541_02_04.json,Subalpine Lupine,1,0
1541_02_04.json,American Bistort,1,0
1541_02_04.json,Gray's Lovage,1,0
1854_01_01.json,Gray's Lovage,3,0
1854_01_01.json,American Bistort,1,0
1093_03_04.json,Subalpine Lupine,6,0
1471_01_04.json,Subalpine Lupine,1,0
1038_03_01.json,Subalpine Lupine,3,0
1004_03_03.json,Subalpine Lupine,5,0
1837_02_02.json,Subalpine Lupine,13,0
1474_03_02.json,American Bistort,1,0
1527_03_01.json,American Bistort,1,0
1300_02_04.json,Sharptooth Angelica,2,0
1300_02_04.json,Subalpine Lupine,2,0
1313_01_04.json,Subalpine Lupine,12,0
1313_01_04.json,Mountain Daisy,2,0
1821_03_04.json,American Bistort,1,0
1821_03_04.json,Subalpine Lupine,3,0
1609_03_02.json,American Bistort,2,0
1609_03_02.json,Mountain Daisy,1,0
1766_03_03.json,Mountain Daisy,1,0
1766_03_03.json,Subalpine Lupine,2,0
1288_02_01.json,Subalpine Lupine,31,0
1824_01_02.json,American Bistort,2,0
1824_01_02.json,Subalpine Lupine,9,0
1797_02_01.json,Broadleaf Arnica,7,0
1462_02_04.json,Mountain Daisy,1,0
1187_03_04.json,Subalpine Lupine,2,0
1321_03_02.json,Subalpine Lupine,1,0
1272_03_01.json,Subalpine Lupine,5,0
1455_02_04.json,American Bistort,1,0
1498_03_04.json,American Bistort,9,0
1498_03_04.json,Subalpine Lupine,7,0
1816_03_04.json,Subalpine Lupine,1,0
1283_02_03.json,Sharptooth Angelica,1,0
1159_01_04.json,Subalpine Lupine,1,0
1443_03_02.json,American Bistort,19,0
1510_03_01.json,Gray's Lovage,1,0
1337_02_04.json,Subalpine Lupine,3,0
1446_01_04.json,American Bistort,1,0
1446_01_04.json,Subalpine Lupine,6,0
1047_03_04.json,Subalpine Lupine,2,0
1733_02_02.json,Magenta Paintbrush,1,0
1660_02_01.json,Mountain Daisy,1,0
1586_01_04.json,American Bistort,3,0
1586_01_04.json,Subalpine Lupine,10,0
1673_01_01.json,Subalpine Lupine,22,0
1673_01_01.json,Magenta Paintbrush,1,0
1673_01_01.json,American Bistort,1,0
1673_01_01.json,Gray's Lovage,2,0
1673_01_01.json,Mountain Daisy,1,0
1583_03_02.json,American Bistort,16,0
1862_03_03.json,Magenta Paintbrush,1,0
1102_02_01.json,Subalpine Lupine,1,0
1350_01_03.json,American Bistort,1,0
1350_01_03.json,Subalpine Lupine,2,0
1855_03_03.json,Subalpine Lupine,1,0
1135_02_01.json,American Bistort,1,0
1367_01_03.json,Mountain Daisy,2,0
1416_02_03.json,Subalpine Lupine,2,0
1717_01_02.json,American Bistort,1,0
1579_02_02.json,Subalpine Lupine,6,0
1579_02_02.json,Mountain Daisy,1,0
1678_01_03.json,American Bistort,1,0
1678_01_03.json,Sitka Valerian,1,0
1439_01_01.json,American Bistort,2,0
1439_01_01.json,Magenta Paintbrush,2,0
1439_01_01.json,North Mircoseris,1,0
1439_01_01.json,Subalpine Lupine,17,0
1405_01_03.json,Subalpine Lupine,1,0
1374_02_03.json,Subalpine Lupine,3,0
1126_01_01.json,American Bistort,3,0
1075_01_02.json,Gray's Lovage,10,0
1348_02_01.json,Gray's Lovage,1,0
1145_02_02.json,Subalpine Lupine,6,0
1244_01_03.json,Subalpine Lupine,3,0
1244_01_03.json,North Mircoseris,1,0
1497_03_02.json,American Bistort,1,0
1497_03_02.json,Subalpine Lupine,5,0
1497_03_02.json,North Mircoseris,1,0
1819_03_02.json,Subalpine Lupine,1,0
1278_01_01.json,Sharptooth Angelica,1,0
1509_02_01.json,American Bistort,11,0
1535_02_03.json,American Bistort,2,0
1188_03_02.json,Cascade Aster,2,0
1481_02_04.json,Sitka Valerian,1,0
1481_02_04.json,American Bistort,1,0
1481_02_04.json,Subalpine Lupine,4,0
1627_02_02.json,Sharptooth Angelica,1,0
1748_02_03.json,Subalpine Lupine,1,0
1153_03_04.json,Subalpine Lupine,3,0
1449_01_02.json,American Bistort,4,0
1338_02_02.json,Sharptooth Angelica,1,0
1785_03_03.json,Subalpine Lupine,1,0
1039_01_03.json,American Bistort,1,0
1039_01_03.json,North Mircoseris,3,0
1039_01_03.json,Subalpine Lupine,7,0
1257_02_03.json,Scarlet Paintbrush,3,0
1156_01_02.json,Mountain Daisy,4,0
1005_01_01.json,North Mircoseris,6,0
1005_01_01.json,American Bistort,1,0
1005_01_01.json,Subalpine Lupine,20,0
1260_02_03.json,Mountain Daisy,3,0
1161_01_02.json,Subalpine Lupine,24,0
1032_01_01.json,Subalpine Lupine,6,0
1838_02_04.json,Sharptooth Angelica,2,0
1743_02_01.json,Mountain Daisy,1,0
1511_01_03.json,Mountain Daisy,1,0
1291_03_01.json,Subalpine Lupine,1,0
1291_03_01.json,Magenta Paintbrush,2,0
1502_02_03.json,Subalpine Lupine,5,0
1603_01_02.json,Subalpine Lupine,2,0
1750_01_01.json,Subalpine Lupine,2,0
1273_01_03.json,Subalpine Lupine,2,0
1747_03_04.json,Mountain Daisy,3,0
1160_02_01.json,Sitka Valerian,2,0
1160_02_01.json,Gray's Lovage,1,0
1160_02_01.json,Subalpine Lupine,2,0
1033_02_02.json,Cascade Aster,5,0
1295_02_04.json,Subalpine Lupine,1,0
1295_02_04.json,American Bistort,1,0
1742_01_02.json,Subalpine Lupine,7,0
1611_01_01.json,American Bistort,10,0
1611_01_01.json,Sharptooth Angelica,1,0
1611_01_01.json,Subalpine Lupine,13,0
1258_03_04.json,Subalpine Lupine,3,0
1443_02_03.json,American Bistort,34,0
1799_01_04.json,Subalpine Lupine,1,0
1025_03_04.json,Subalpine Lupine,5,0
1602_02_01.json,American Bistort,1,0
1020_01_02.json,Mountain Daisy,3,0
1020_01_02.json,Subalpine Lupine,3,0
1020_01_02.json,Gray's Lovage,2,0
1020_01_02.json,Sharptooth Angelica,5,0
1321_02_03.json,Magenta Paintbrush,2,0
1321_02_03.json,Mountain Daisy,2,0
1321_02_03.json,Sharptooth Angelica,2,0
1144_01_01.json,Subalpine Lupine,2,0
1178_01_03.json,American Bistort,1,0
1178_01_03.json,Subalpine Lupine,8,0
1508_01_02.json,American Bistort,2,0
1508_01_02.json,Gray's Lovage,2,0
1508_01_02.json,Subalpine Lupine,4,0
1609_02_03.json,American Bistort,1,0
1609_02_03.json,Mountain Daisy,1,0
1635_02_01.json,Magenta Paintbrush,1,0
1635_02_01.json,Mountain Daisy,2,0
1766_02_02.json,Mountain Daisy,5,0
1766_02_02.json,Subalpine Lupine,1,0
1775_01_02.json,Subalpine Lupine,1,0
1626_01_01.json,Mountain Daisy,1,0
1448_02_01.json,Magenta Paintbrush,1,0
1448_02_01.json,American Bistort,3,0
1339_01_01.json,American Bistort,8,0
1339_01_01.json,Subalpine Lupine,9,0
1770_03_04.json,Subalpine Lupine,1,0
1485_03_01.json,Subalpine Lupine,1,0
1837_03_03.json,Mountain Daisy,2,0
1837_03_03.json,Subalpine Lupine,3,0
1157_02_01.json,American Bistort,6,0
1157_02_01.json,Subalpine Lupine,14,0
1004_02_02.json,American Bistort,1,0
1004_02_02.json,Subalpine Lupine,16,0
1392_01_04.json,American Bistort,4,0
1392_01_04.json,Magenta Paintbrush,1,0
1392_01_04.json,Subalpine Lupine,9,0
1688_03_02.json,Subalpine Lupine,2,0
1645_02_02.json,Subalpine Lupine,2,0
1645_02_02.json,American Bistort,2,0
1716_02_01.json,Mountain Daisy,1,0
1578_01_01.json,Subalpine Lupine,1,0
1578_01_01.json,Sharptooth Angelica,1,0
1739_01_03.json,Subalpine Lupine,1,0
1438_02_02.json,Subalpine Lupine,6,0
1085_03_03.json,Bracted Lousewort,2,0
1085_03_03.json,Magenta Paintbrush,4,0
1705_01_01.json,Bracted Lousewort,3,0
1705_01_01.json,Magenta Paintbrush,1,0
1705_01_01.json,American Bistort,1,0
1656_01_02.json,American Bistort,1,0
1656_01_02.json,Sharptooth Angelica,1,0
1557_02_03.json,Sitka Valerian,3,0
1557_02_03.json,American Bistort,5,0
1557_02_03.json,Gray's Lovage,1,0
1557_02_03.json,Subalpine Lupine,4,0
1557_02_03.json,Mountain Daisy,1,0
1127_02_02.json,Sharptooth Angelica,4,0
1381_02_04.json,Mountain Daisy,1,0
1349_01_02.json,Subalpine Lupine,1,0
1048_02_03.json,Gray's Lovage,3,0
1211_01_03.json,Broadleaf Arnica,3,0
1110_02_02.json,Cascade Aster,3,0
1043_02_01.json,Subalpine Lupine,3,0
1043_02_01.json,Sitka Valerian,1,0
1043_02_01.json,American Bistort,2,0
1591_03_01.json,Subalpine Lupine,3,0
1661_01_02.json,Bracted Lousewort,2,0
1849_01_04.json,Subalpine Lupine,11,0
1560_02_03.json,Mountain Daisy,5,0
1560_02_03.json,American Bistort,1,0
1573_01_03.json,Subalpine Lupine,13,0
1721_02_01.json,American Bistort,1,0
1106_03_04.json,Subalpine Lupine,5,0
1202_02_03.json,North Mircoseris,1,0
1202_02_03.json,Subalpine Lupine,5,0
1080_02_03.json,North Mircoseris,1,0
1080_02_03.json,Subalpine Lupine,1,0
1349_02_04.json,Subalpine Lupine,3,0
1349_02_04.json,Gray's Lovage,1,0
1122_03_02.json,Cascade Aster,7,0
1438_01_04.json,Subalpine Lupine,1,0
1656_02_04.json,American Bistort,1,0
1645_01_04.json,Subalpine Lupine,15,0
1645_01_04.json,American Bistort,11,0
1645_01_04.json,Magenta Paintbrush,1,0
1230_03_03.json,Broadleaf Arnica,10,0
1230_03_03.json,Subalpine Lupine,7,0
1868_03_04.json,American Bistort,1,0
1392_02_02.json,Magenta Paintbrush,1,0
1392_02_02.json,Subalpine Lupine,10,0
1093_01_03.json,North Mircoseris,1,0
1093_01_03.json,Subalpine Lupine,2,0
1093_01_03.json,American Bistort,2,0
1677_03_02.json,Subalpine Lupine,1,0
1718_03_03.json,Mountain Daisy,5,0
1718_03_03.json,Gray's Lovage,2,0
1718_03_03.json,Subalpine Lupine,5,0
1368_03_02.json,American Bistort,1,0
1587_01_01.json,American Bistort,10,0
1587_01_01.json,Mountain Daisy,2,0
1207_03_03.json,Subalpine Lupine,6,0
1115_03_02.json,American Bistort,3,0
1115_03_02.json,Subalpine Lupine,7,0
1046_03_01.json,Subalpine Lupine,7,0
1881_01_04.json,Subalpine Lupine,4,0
1849_02_02.json,Subalpine Lupine,6,0
1594_02_01.json,Subalpine Lupine,2,0
1559_03_01.json,Subalpine Lupine,10,0
1884_03_02.json,Subalpine Lupine,4,0
1565_03_03.json,Mountain Daisy,3,0
1607_03_01.json,Subalpine Lupine,2,0
1754_03_02.json,Subalpine Lupine,13,0
1754_03_02.json,American Bistort,1,0
1799_02_02.json,Mountain Daisy,1,0
1324_03_03.json,Gray's Lovage,1,0
1816_01_03.json,American Bistort,1,0
1816_01_03.json,Magenta Paintbrush,2,0
1816_01_03.json,Subalpine Lupine,2,0
1318_03_01.json,American Bistort,4,0
1318_03_01.json,Subalpine Lupine,1,0
1839_02_01.json,Mountain Daisy,2,0
1742_02_04.json,Subalpine Lupine,4,0
1159_03_03.json,Mountain Daisy,3,0
1805_02_03.json,Subalpine Lupine,6,0
1290_03_04.json,North Mircoseris,1,0
1165_03_01.json,Subalpine Lupine,10,0
1446_03_03.json,American Bistort,1,0
1446_03_03.json,Subalpine Lupine,10,0
1194_02_03.json,Mountain Daisy,1,0
1529_03_02.json,Subalpine Lupine,1,0
1295_01_02.json,American Bistort,1,0
1471_03_03.json,Mountain Daisy,1,0
